loan_amount,rate_of_interest,Upfront_charges,term,property_value,Credit_Score,income,open_credit,Neg_ammortization,interest_only,lump_sum_payment,age,Region,business_or_commercial,occupancy_type,Secured_by,Status
366500,3.99,2596.45,360.0,418000.0,509,5640.0,0,0,0,0,3,1,0,0,0,1
156500,3.875,2596.45,156.0,308000.0,538,6180.0,0,0,0,0,4,1,0,0,0,0
226500,4.125,0.0,360.0,238000.0,631,4680.0,0,0,0,0,1,0,1,0,0,0
676500,3.625,1895.0,360.0,898000.0,789,7680.0,0,0,0,0,1,0,0,0,0,0
356500,4.25,6131.25,360.0,518000.0,837,6300.0,0,0,0,0,3,0,0,2,0,0
306500,3.99,2596.45,360.0,428000.0,748,7500.0,0,1,0,0,6,1,0,1,0,1
416500,3.99,0.0,360.0,538000.0,632,6840.0,0,0,0,0,2,1,0,0,0,0
146500,4.125,1970.0,240.0,248000.0,890,3420.0,0,0,0,0,1,0,0,0,0,0
236500,4.56,4887.5,360.0,338000.0,592,6660.0,0,1,0,0,2,1,0,0,0,0
276500,3.99,6842.47,324.0,378000.0,734,6240.0,0,0,0,0,3,0,0,0,0,0
116500,3.99,3338.75,360.0,258000.0,829,2220.0,0,0,0,0,4,0,0,0,0,0
176500,3.99,2596.45,180.0,418000.0,733,2940.0,0,0,0,0,5,1,0,0,0,1
316500,4.5,2024.75,360.0,468000.0,855,4080.0,0,1,0,0,6,1,0,0,0,0
116500,3.75,3252.99,360.0,168000.0,560,3180.0,0,0,0,0,3,0,1,0,0,0
286500,3.99,2596.45,360.0,418000.0,579,9480.0,0,0,0,0,5,1,0,1,0,1
286500,3.5,6337.5,360.0,368000.0,552,2760.0,0,0,0,0,4,2,0,0,0,0
76500,3.99,2596.45,180.0,568000.0,712,2280.0,0,0,0,0,5,0,1,0,0,1
146500,3.99,2596.45,360.0,138000.0,870,4860.0,0,0,0,0,4,1,1,0,0,1
76500,5.125,2596.45,360.0,98000.0,896,960.0,0,0,0,0,4,1,1,0,0,0
356500,2.875,3475.45,360.0,358000.0,787,5760.0,0,0,0,0,2,0,0,0,0,0
436500,3.75,0.0,360.0,1268000.0,674,8640.0,0,0,0,0,1,0,0,0,0,0
126500,5.49,2596.45,360.0,378000.0,829,4200.0,1,0,1,0,4,0,0,0,0,0
96500,3.99,2596.45,360.0,98000.0,862,2040.0,0,0,0,0,1,0,0,0,0,1
426500,3.99,2596.45,360.0,418000.0,657,7920.0,0,0,0,0,3,1,0,0,0,1
256500,4.99,5569.31,360.0,328000.0,680,4320.0,0,0,0,0,2,1,0,0,0,0
376500,4.875,1250.0,360.0,508000.0,803,6360.0,0,0,0,0,5,1,0,0,0,0
196500,3.99,2596.45,360.0,418000.0,838,5100.0,0,0,0,0,4,1,0,0,0,1
496500,3.99,2596.45,324.0,828000.0,668,3060.0,0,1,1,0,6,0,0,0,0,1
376500,3.99,2596.45,360.0,418000.0,893,12780.0,0,0,0,1,5,1,0,0,0,1
306500,3.625,61.84,360.0,608000.0,755,6180.0,0,0,0,0,3,1,0,0,0,0
476500,3.375,109.29,360.0,538000.0,655,7080.0,0,0,0,0,4,1,0,0,0,0
356500,4.375,10943.75,360.0,478000.0,733,6120.0,0,0,0,0,4,1,0,0,0,0
266500,2.99,1176.94,360.0,268000.0,653,5760.0,0,0,0,0,3,0,0,0,0,0
376500,3.5,2419.93,360.0,978000.0,599,8160.0,0,1,1,0,3,0,0,0,0,0
306500,4.99,3050.0,360.0,308000.0,733,12600.0,0,1,0,0,3,2,0,0,0,0
206500,4.25,3259.15,360.0,388000.0,580,10260.0,0,0,0,0,4,1,0,0,0,0
286500,3.875,4092.0,360.0,498000.0,685,2580.0,0,0,0,0,4,0,0,0,0,0
326500,5.25,10773.5,360.0,438000.0,888,7800.0,0,0,0,0,4,0,0,2,0,0
136500,3.25,1863.62,360.0,148000.0,706,3060.0,0,0,0,0,4,1,0,0,0,0
326500,3.875,0.0,360.0,658000.0,657,29760.0,0,0,0,0,2,1,0,0,0,0
646500,3.99,2596.45,360.0,418000.0,693,5400.0,0,1,0,0,6,1,0,0,0,1
406500,3.0,0.0,360.0,518000.0,693,5760.0,0,1,0,0,5,2,0,0,0,0
256500,5.25,5103.44,360.0,328000.0,759,5160.0,0,0,0,0,3,1,0,0,0,0
296500,3.99,6215.24,360.0,348000.0,833,4620.0,0,0,0,0,5,1,1,0,0,0
476500,3.99,2596.45,360.0,588000.0,627,9000.0,0,0,0,0,3,0,1,0,0,1
426500,4.625,846.8,360.0,568000.0,552,14100.0,0,0,0,0,4,1,0,2,0,0
396500,3.875,0.0,360.0,398000.0,643,6060.0,0,0,0,0,1,1,1,0,0,0
406500,3.56,7631.25,360.0,518000.0,778,12300.0,0,0,0,0,2,0,0,0,0,0
826500,3.99,2596.45,360.0,2758000.0,530,9360.0,0,0,0,0,5,2,0,0,0,1
636500,4.125,9203.5,360.0,748000.0,524,13080.0,0,0,0,0,2,1,0,0,0,0
276500,3.625,2170.5,360.0,2488000.0,850,17820.0,0,0,0,0,4,0,0,0,0,0
86500,3.7,415.0,360.0,308000.0,584,4440.0,0,0,0,0,5,1,0,0,0,0
306500,3.99,5551.69,360.0,388000.0,532,6180.0,0,0,0,0,3,1,0,0,0,0
316500,3.75,5960.63,360.0,408000.0,819,4380.0,0,0,0,0,2,1,0,0,0,0
206500,3.875,3762.5,360.0,708000.0,871,5700.0,0,0,0,0,5,1,0,0,0,0
76500,4.375,2334.3,360.0,298000.0,629,4740.0,0,0,0,0,5,1,0,0,0,0
596500,3.99,2596.45,360.0,418000.0,710,4740.0,0,0,0,0,5,0,0,0,0,1
496500,3.125,2056.91,360.0,578000.0,858,7980.0,0,0,0,0,2,1,1,0,0,0
246500,4.99,5978.0,360.0,288000.0,675,4080.0,0,1,0,0,3,1,0,0,0,0
246500,2.99,8175.94,180.0,288000.0,889,5940.0,0,0,0,0,4,0,0,0,0,0
346500,3.99,6803.44,276.0,498000.0,855,6720.0,0,0,0,0,4,1,0,0,0,0
146500,4.625,2634.38,360.0,148000.0,703,3960.0,0,0,0,0,3,1,0,0,0,0
696500,3.375,729.9,360.0,1358000.0,887,8760.0,0,0,1,0,3,1,0,0,0,0
236500,3.99,5427.48,360.0,328000.0,511,3240.0,0,0,0,0,6,1,0,0,0,0
136500,4.375,3596.25,360.0,228000.0,781,1860.0,0,0,0,0,5,1,0,0,0,0
216500,3.5,0.0,360.0,278000.0,514,5760.0,0,0,0,0,4,0,1,0,0,0
256500,4.5,8538.13,360.0,348000.0,740,4020.0,0,0,0,0,3,1,0,0,0,0
266500,2.875,2339.08,360.0,388000.0,548,5760.0,0,0,0,0,4,0,0,0,0,0
596500,3.99,2596.45,360.0,418000.0,788,9720.0,0,1,0,0,2,0,0,0,0,1
476500,2.875,3562.14,360.0,698000.0,616,5760.0,0,0,0,0,3,1,0,0,0,0
306500,3.875,0.0,360.0,538000.0,886,4920.0,0,0,0,0,2,1,0,0,0,0
186500,3.75,5580.0,360.0,358000.0,654,3840.0,0,0,0,0,4,1,0,0,0,0
376500,3.125,0.0,180.0,808000.0,557,8640.0,0,0,0,0,1,0,0,0,0,0
396500,4.625,1250.0,360.0,1008000.0,665,5400.0,0,0,0,0,3,0,0,0,0,0
346500,3.75,11276.56,360.0,468000.0,773,3960.0,0,0,0,0,3,0,0,0,0,0
226500,3.75,6312.5,360.0,408000.0,874,3720.0,0,0,0,0,5,2,0,0,0,0
356500,3.99,2596.45,360.0,418000.0,634,3600.0,0,1,0,0,2,1,1,0,0,1
316500,4.125,1590.0,360.0,368000.0,604,6720.0,0,0,0,0,3,1,0,0,0,0
256500,3.99,2596.45,360.0,328000.0,644,0.0,0,1,0,0,4,0,0,0,0,1
106500,4.99,421.85,240.0,128000.0,684,1680.0,0,0,0,0,5,2,1,0,0,0
446500,3.625,189.2,360.0,608000.0,744,5460.0,0,0,0,0,1,1,0,0,0,0
396500,3.99,2596.45,360.0,418000.0,741,6720.0,0,0,0,0,1,0,0,0,0,1
236500,3.99,2405.0,360.0,398000.0,832,7380.0,0,0,0,0,1,2,0,0,0,0
216500,3.99,2596.45,360.0,368000.0,885,5580.0,0,0,0,0,2,0,0,0,0,1
596500,4.375,0.0,360.0,818000.0,827,10260.0,0,0,0,0,3,1,0,0,0,0
306500,4.625,2699.5,360.0,348000.0,644,5580.0,0,0,0,0,4,1,1,0,0,0
356500,3.99,2596.45,360.0,418000.0,546,4140.0,0,0,0,0,1,1,0,0,0,1
366500,3.99,2596.45,360.0,418000.0,864,7740.0,0,0,0,1,1,1,0,0,0,1
286500,3.99,2596.45,360.0,348000.0,612,3960.0,0,0,1,0,2,1,0,0,0,1
296500,3.25,0.0,360.0,498000.0,701,8340.0,0,1,0,0,3,1,1,0,0,0
156500,3.99,2596.45,180.0,418000.0,629,2700.0,0,0,0,0,3,0,0,0,0,1
156500,4.25,3212.5,240.0,238000.0,731,4620.0,0,0,0,0,1,1,0,0,0,0
606500,4.375,0.0,360.0,1828000.0,645,10260.0,0,0,1,0,5,0,0,0,0,0
156500,4.875,2916.25,360.0,238000.0,746,2460.0,0,0,0,0,6,0,0,0,0,0
376500,3.99,2596.45,360.0,418000.0,618,9420.0,0,0,0,0,1,1,0,0,0,1
156500,4.25,4737.5,360.0,218000.0,660,2580.0,0,0,1,0,3,1,0,0,0,0
356500,3.625,5456.75,360.0,448000.0,710,4020.0,0,0,0,0,2,1,0,0,0,0
246500,3.99,3068.75,360.0,278000.0,607,5820.0,0,0,0,0,2,2,0,0,0,0
116500,4.25,1745.0,360.0,178000.0,575,1980.0,0,0,1,0,4,1,0,0,0,0
596500,4.375,1996.88,360.0,808000.0,862,12360.0,0,0,0,0,2,0,0,0,0,0
106500,3.5,2708.14,180.0,218000.0,515,4380.0,0,0,0,0,4,1,1,0,0,0
286500,3.99,1250.0,360.0,298000.0,895,6780.0,0,0,0,0,1,1,0,0,0,0
256500,3.75,4250.0,360.0,478000.0,835,7500.0,0,1,0,0,4,0,0,0,0,0
76500,5.25,2187.5,360.0,128000.0,725,3120.0,0,0,0,0,2,1,0,0,0,0
716500,3.625,6027.35,360.0,1078000.0,764,7440.0,0,0,1,0,4,1,0,0,0,0
546500,3.99,11455.37,360.0,1578000.0,868,24900.0,0,0,0,0,4,1,0,2,0,0
76500,4.125,1990.07,360.0,88000.0,693,3540.0,0,0,0,0,4,0,1,0,0,0
406500,3.625,7619.0,360.0,498000.0,547,4020.0,0,0,0,0,2,0,0,0,0,0
696500,3.99,1371.6,360.0,1508000.0,740,15660.0,0,0,0,0,1,1,0,0,0,0
226500,4.375,303.34,360.0,408000.0,668,2520.0,0,1,0,0,6,1,0,0,0,0
916500,3.0,5876.85,360.0,1008000.0,868,9180.0,0,0,0,0,1,0,0,0,0,0
316500,4.625,1150.0,360.0,558000.0,565,4800.0,0,0,0,0,3,2,0,0,0,0
216500,4.75,2174.0,360.0,558000.0,695,4380.0,0,0,0,0,4,1,0,1,0,0
446500,3.55,0.0,360.0,638000.0,707,8760.0,0,0,0,0,1,0,0,0,0,0
386500,3.99,1250.0,360.0,708000.0,610,5700.0,0,0,0,0,3,0,0,0,0,0
96500,3.875,3104.27,180.0,338000.0,743,5040.0,0,0,0,0,3,0,0,0,0,0
376500,3.5,2990.0,360.0,608000.0,596,5400.0,0,0,0,0,2,1,0,0,0,0
486500,4.625,954.67,360.0,678000.0,661,8040.0,0,0,0,0,4,1,0,0,0,0
416500,3.99,2596.45,360.0,418000.0,866,4980.0,0,0,0,1,2,2,0,0,0,1
646500,4.125,4306.25,360.0,848000.0,591,24360.0,0,0,0,0,2,0,0,0,0,0
586500,4.5,12053.13,360.0,848000.0,759,9840.0,0,0,0,0,3,0,0,0,0,0
226500,4.99,0.0,360.0,228000.0,853,5760.0,0,0,0,0,3,0,1,0,0,1
146500,3.99,3300.0,360.0,178000.0,647,3600.0,0,0,0,0,1,1,0,0,0,0
116500,3.5,2355.57,360.0,138000.0,852,3420.0,0,0,0,0,1,1,1,0,0,0
676500,4.875,8316.5,360.0,708000.0,624,8220.0,0,0,0,0,2,1,0,0,0,0
296500,3.25,879.34,360.0,318000.0,530,4500.0,0,0,0,0,2,1,1,0,0,0
176500,4.99,2648.75,360.0,238000.0,636,9060.0,0,0,0,0,4,1,0,1,0,0
166500,4.75,4768.75,360.0,268000.0,713,1380.0,0,0,0,0,4,1,0,2,0,0
716500,3.99,0.0,360.0,798000.0,710,14820.0,0,0,0,0,1,0,0,0,0,0
236500,3.99,6545.5,360.0,418000.0,648,5460.0,0,0,0,0,2,1,0,0,0,0
246500,3.99,2596.45,360.0,418000.0,696,5940.0,0,0,0,0,1,0,0,0,0,1
266500,3.375,0.0,360.0,348000.0,879,2640.0,0,0,0,0,4,2,1,0,0,0
216500,3.99,2596.45,360.0,208000.0,669,2940.0,0,0,0,0,5,0,1,0,0,1
466500,3.99,2596.45,360.0,528000.0,729,9540.0,0,0,0,1,1,1,0,0,0,1
176500,3.99,2596.45,240.0,418000.0,638,4200.0,0,0,0,0,4,0,0,0,0,1
306500,4.0,4022.5,360.0,448000.0,798,3060.0,0,0,0,0,3,0,0,0,0,0
486500,3.375,1250.0,180.0,518000.0,581,18120.0,0,0,0,0,3,0,0,0,0,0
466500,4.625,1250.0,360.0,478000.0,794,7500.0,0,0,0,0,1,0,0,0,0,0
156500,3.99,2596.45,360.0,188000.0,581,1620.0,0,0,0,0,0,0,1,0,0,1
606500,3.875,5840.0,360.0,868000.0,577,16260.0,0,0,0,0,3,1,0,0,0,0
166500,4.49,0.0,360.0,208000.0,821,5760.0,0,0,0,0,3,0,1,0,0,0
266500,5.375,0.0,360.0,308000.0,867,4500.0,0,1,0,0,2,1,1,0,0,0
316500,4.875,150.0,360.0,358000.0,663,17700.0,0,0,0,0,4,0,0,1,0,0
206500,3.99,2596.45,180.0,418000.0,800,7260.0,0,0,0,0,2,0,0,0,0,1
666500,4.0,1186.32,360.0,888000.0,817,8280.0,0,0,0,0,4,0,0,0,0,0
366500,3.99,2596.45,360.0,418000.0,557,4800.0,0,0,0,0,5,1,0,0,0,1
376500,3.99,2596.45,360.0,548000.0,725,3960.0,0,0,0,0,4,1,0,0,0,1
356500,3.625,0.0,360.0,358000.0,826,5760.0,0,0,0,0,2,0,0,0,0,0
216500,4.75,2123.0,360.0,228000.0,897,5100.0,0,0,0,0,1,0,1,0,0,0
486500,3.375,0.0,360.0,998000.0,620,9300.0,0,0,0,0,2,0,0,0,0,0
386500,3.625,0.0,360.0,398000.0,858,10920.0,0,0,0,0,1,2,0,0,0,0
506500,3.99,827.07,360.0,518000.0,701,6900.0,0,0,0,0,1,1,1,0,0,0
76500,4.125,2843.75,240.0,188000.0,879,1920.0,0,0,0,0,4,0,0,0,0,0
276500,3.75,0.0,360.0,318000.0,573,5760.0,0,0,0,0,3,1,1,0,0,0
186500,3.99,2596.45,360.0,418000.0,627,3180.0,0,0,0,0,2,0,0,0,0,1
276500,4.125,3180.0,360.0,428000.0,618,14100.0,0,0,0,0,4,1,0,2,0,0
346500,3.375,9479.38,360.0,388000.0,603,9600.0,0,0,0,0,2,1,0,1,0,0
356500,3.99,2596.45,360.0,378000.0,812,4140.0,0,0,0,0,2,1,0,0,0,1
406500,3.875,4820.0,240.0,488000.0,756,12240.0,0,1,0,0,2,1,0,0,0,0
296500,3.875,0.0,360.0,708000.0,833,9420.0,0,0,0,0,3,1,0,0,0,0
496500,3.99,2596.45,360.0,418000.0,699,7920.0,0,0,0,0,3,1,0,0,0,1
196500,3.99,2596.45,360.0,418000.0,799,5220.0,0,0,0,0,3,0,0,0,0,1
56500,3.99,2596.45,360.0,88000.0,708,840.0,0,0,0,0,6,1,1,0,0,1
76500,3.75,1740.31,180.0,208000.0,738,1740.0,0,0,0,0,4,1,0,0,0,0
116500,3.99,2596.45,360.0,208000.0,830,3840.0,0,1,0,0,6,1,0,0,0,1
126500,4.125,4886.93,240.0,258000.0,545,1800.0,0,1,0,0,5,0,0,0,0,0
116500,3.99,2596.45,180.0,418000.0,846,4500.0,0,1,0,0,4,0,0,0,0,1
316500,3.99,3217.31,240.0,1368000.0,871,7740.0,0,0,0,0,2,0,0,0,0,0
556500,3.75,15828.2,360.0,948000.0,885,6060.0,0,0,0,0,2,1,0,0,0,0
536500,3.99,2596.45,360.0,678000.0,710,4500.0,0,0,0,1,2,0,0,0,0,1
436500,4.99,1699.38,360.0,578000.0,552,6300.0,0,1,0,0,3,1,0,0,0,0
246500,3.99,2596.45,360.0,418000.0,537,0.0,0,0,0,1,4,0,0,0,0,1
616500,3.99,2596.45,180.0,418000.0,818,18120.0,0,0,0,1,3,0,0,0,0,1
396500,3.5,1145.15,360.0,578000.0,777,8460.0,0,0,0,0,5,1,0,0,0,0
436500,3.625,604.8,180.0,548000.0,521,15480.0,0,0,0,0,3,0,0,0,0,0
286500,3.875,7065.0,360.0,358000.0,599,8700.0,0,0,0,0,3,1,0,0,0,0
586500,3.25,3984.6,360.0,588000.0,761,6900.0,0,0,0,0,1,1,0,0,0,0
66500,3.99,2596.45,360.0,78000.0,759,480.0,0,0,0,0,0,1,1,0,1,1
686500,3.875,0.0,360.0,858000.0,620,6180.0,0,0,0,0,1,0,0,0,0,0
406500,3.875,6039.0,360.0,508000.0,563,6120.0,0,0,0,0,1,1,0,0,0,0
326500,3.99,2596.45,360.0,608000.0,696,3540.0,0,0,0,0,4,0,0,0,0,1
136500,2.99,4550.0,360.0,158000.0,825,3600.0,0,0,0,0,4,0,0,0,0,0
606500,3.99,2596.45,360.0,658000.0,664,5760.0,0,0,0,0,2,1,0,0,0,1
586500,4.125,0.0,360.0,1228000.0,539,7800.0,0,0,0,0,3,1,0,0,0,0
186500,3.99,6182.58,180.0,1948000.0,540,13080.0,0,0,0,0,3,0,0,2,0,0
206500,4.99,1650.0,360.0,358000.0,826,2460.0,0,0,0,0,5,2,0,0,0,0
436500,3.99,2596.45,360.0,418000.0,597,3660.0,0,0,0,0,1,1,0,0,0,1
596500,3.75,1229.8,360.0,998000.0,584,6420.0,0,0,0,0,4,0,0,0,0,0
296500,4.125,3225.79,360.0,368000.0,767,11280.0,0,0,1,0,2,0,0,0,0,0
226500,3.75,1564.9,360.0,228000.0,502,4980.0,0,0,0,0,2,0,0,0,0,0
216500,3.375,4696.09,360.0,228000.0,817,2640.0,0,0,0,0,1,1,0,0,0,0
286500,3.5,6457.5,360.0,398000.0,856,2400.0,0,0,0,0,5,1,0,0,0,0
656500,3.99,4567.92,360.0,818000.0,583,10620.0,0,0,0,0,3,1,0,0,0,0
146500,4.56,1858.4,360.0,308000.0,761,4620.0,0,1,0,0,4,1,0,0,0,0
676500,4.375,6436.23,240.0,848000.0,744,11700.0,0,0,0,0,3,1,0,2,0,0
246500,3.99,2596.45,360.0,318000.0,678,2940.0,0,0,0,0,4,2,0,0,0,1
536500,3.99,6900.0,240.0,798000.0,577,20400.0,0,0,0,0,3,1,0,0,0,0
536500,3.99,2596.45,300.0,578000.0,639,5700.0,0,1,0,0,1,0,1,0,0,1
306500,3.875,2000.0,96.0,538000.0,803,10380.0,0,0,0,0,4,1,0,0,0,0
146500,4.875,3624.5,360.0,238000.0,660,5280.0,0,0,0,0,1,1,0,0,0,0
386500,2.875,295.0,360.0,1408000.0,759,4320.0,0,0,0,0,5,1,0,0,0,0
546500,3.875,2835.0,360.0,688000.0,572,9300.0,0,0,0,0,2,0,0,0,0,0
366500,4.375,0.0,348.0,418000.0,750,4260.0,0,0,0,0,1,1,0,0,0,0
266500,3.99,5980.5,360.0,318000.0,676,5220.0,0,0,1,0,1,1,0,0,0,0
626500,3.75,14645.0,360.0,1168000.0,861,7800.0,0,0,0,0,4,1,0,0,0,0
486500,3.99,2596.45,360.0,418000.0,537,9660.0,0,0,0,0,3,1,0,2,0,1
56500,6.24,2596.45,360.0,488000.0,800,9120.0,1,0,1,0,2,1,0,0,0,0
76500,4.375,2650.0,180.0,328000.0,854,1920.0,0,0,0,0,3,0,0,0,0,0
326500,3.99,2596.45,300.0,418000.0,876,7080.0,0,1,0,0,2,1,0,0,0,1
236500,3.875,2596.45,180.0,448000.0,598,5400.0,0,0,0,0,4,1,0,0,0,0
526500,5.375,645.5,360.0,708000.0,753,22380.0,0,0,0,0,3,0,0,2,0,0
276500,4.25,458.28,360.0,378000.0,714,4080.0,0,0,0,0,3,1,0,0,0,0
586500,4.25,0.0,360.0,738000.0,857,6900.0,0,0,0,0,1,1,0,0,0,0
366500,4.25,6123.0,240.0,438000.0,616,10200.0,0,0,0,0,3,0,0,0,0,0
186500,3.375,4672.5,360.0,1008000.0,524,9540.0,0,0,0,0,4,0,0,0,0,0
246500,3.99,2596.45,360.0,328000.0,864,3780.0,0,0,0,0,6,1,0,0,0,1
366500,3.56,7380.0,360.0,628000.0,777,4740.0,0,0,0,0,5,1,0,0,0,0
466500,3.99,2596.45,360.0,578000.0,697,7680.0,0,0,0,0,2,2,0,0,0,1
356500,4.875,2390.0,360.0,418000.0,897,4740.0,0,0,0,0,2,1,0,0,0,0
846500,4.25,1250.0,360.0,1218000.0,698,36840.0,0,0,0,0,3,1,0,0,0,0
326500,3.5,8156.25,180.0,758000.0,844,10380.0,0,0,0,0,5,1,0,0,0,0
446500,3.99,2596.45,360.0,418000.0,557,5040.0,0,1,0,0,1,1,0,0,0,1
346500,3.99,2596.45,360.0,418000.0,729,7860.0,0,0,1,0,2,1,0,0,0,1
286500,3.625,5051.04,360.0,378000.0,793,3240.0,0,0,0,0,2,0,0,0,0,0
226500,4.0,615.37,360.0,418000.0,780,3060.0,0,0,0,0,6,1,0,0,0,0
206500,4.125,7663.34,360.0,208000.0,625,2400.0,0,1,0,0,5,0,0,0,0,0
466500,3.99,2596.45,360.0,918000.0,705,4920.0,0,0,1,0,6,0,0,0,0,1
206500,4.25,0.0,240.0,358000.0,528,4200.0,0,0,0,0,3,2,0,0,0,0
446500,3.99,4550.0,360.0,748000.0,581,9720.0,0,0,0,0,3,1,0,0,0,0
436500,3.5,0.0,360.0,588000.0,552,6600.0,0,0,0,0,2,1,0,0,0,0
176500,4.5,1819.94,360.0,308000.0,635,3240.0,0,0,0,0,2,0,0,0,0,0
136500,3.99,2596.45,360.0,138000.0,682,3360.0,0,0,0,0,5,1,0,0,0,1
286500,5.25,0.0,360.0,298000.0,615,4260.0,0,0,0,0,1,0,0,0,0,0
396500,3.625,4980.7,360.0,428000.0,779,7740.0,0,0,0,0,2,0,0,0,0,0
626500,3.875,0.0,360.0,808000.0,687,15420.0,0,0,0,0,1,1,0,0,0,0
456500,4.0,265.5,360.0,758000.0,648,12540.0,0,0,0,0,4,1,0,0,0,0
466500,3.99,0.0,360.0,678000.0,631,5520.0,0,0,0,0,2,1,0,0,0,0
186500,3.99,3776.0,240.0,238000.0,806,7740.0,0,0,0,0,2,1,0,1,0,0
586500,3.25,1003.23,360.0,748000.0,874,10560.0,0,0,0,0,2,1,0,0,0,0
66500,4.25,1988.3,360.0,68000.0,577,1260.0,0,0,0,0,6,1,0,0,0,0
936500,3.25,1250.0,360.0,1608000.0,752,12720.0,0,0,0,0,2,1,0,0,0,0
466500,3.75,0.0,180.0,828000.0,689,10980.0,0,1,0,0,3,0,0,0,0,0
316500,3.875,1425.98,360.0,578000.0,589,3720.0,0,0,0,0,2,1,0,0,0,0
276500,3.99,2596.45,360.0,868000.0,608,2160.0,0,0,0,1,5,0,0,0,0,1
456500,4.125,1150.0,180.0,858000.0,832,28800.0,0,1,0,0,4,1,0,0,0,0
246500,4.5,3098.75,360.0,298000.0,736,7800.0,0,0,0,0,3,0,0,0,0,0
136500,3.99,3508.31,360.0,148000.0,756,2760.0,0,0,0,0,4,1,0,0,0,0
506500,3.875,3345.41,360.0,508000.0,550,7080.0,0,0,0,0,2,1,1,0,0,0
456500,4.875,6950.0,360.0,578000.0,715,7920.0,0,0,0,0,3,1,0,0,0,0
466500,4.25,4429.28,360.0,488000.0,748,9780.0,0,0,0,0,3,1,0,0,0,0
656500,3.5,3995.0,360.0,938000.0,787,5700.0,0,0,0,0,5,1,0,0,0,0
576500,3.99,2596.45,360.0,1008000.0,636,3780.0,0,0,0,1,4,0,0,0,0,1
616500,3.99,2596.45,360.0,418000.0,655,14940.0,0,0,0,0,3,1,0,0,0,1
106500,3.99,2596.45,360.0,418000.0,722,3420.0,0,0,0,0,5,1,0,0,0,1
1156500,3.99,2596.45,360.0,418000.0,642,22620.0,0,1,0,0,2,0,0,0,0,1
286500,2.875,7157.59,180.0,998000.0,806,9720.0,0,0,0,0,4,1,0,0,0,0
176500,3.625,1625.0,360.0,308000.0,795,3600.0,0,0,0,0,1,1,0,0,0,0
236500,3.875,8.92,240.0,408000.0,516,2820.0,0,0,0,0,2,1,0,0,0,0
206500,4.375,2615.0,360.0,228000.0,670,5640.0,0,0,0,0,1,1,0,0,0,0
196500,3.99,4780.0,180.0,558000.0,657,4320.0,0,1,0,0,6,1,0,0,0,0
196500,3.99,2596.45,360.0,288000.0,705,5760.0,0,0,0,0,3,0,0,0,0,1
876500,3.99,2596.45,360.0,418000.0,524,0.0,0,0,0,0,4,1,0,0,0,1
406500,3.625,5250.0,360.0,728000.0,699,6300.0,0,0,0,0,6,0,0,0,0,0
576500,3.125,2406.23,360.0,608000.0,810,5760.0,0,0,0,1,5,1,0,0,0,0
196500,3.375,5997.6,180.0,248000.0,855,6060.0,0,1,0,0,2,1,0,0,0,0
166500,3.99,2596.45,360.0,168000.0,897,5880.0,0,0,0,0,4,1,0,0,0,1
326500,3.99,5780.63,180.0,458000.0,846,5640.0,0,0,1,0,3,1,0,1,0,0
376500,4.375,0.0,360.0,488000.0,547,6960.0,0,0,0,0,2,0,0,0,0,0
276500,3.99,2596.45,360.0,418000.0,837,5820.0,0,0,0,0,4,1,0,0,0,1
126500,4.5,2400.0,360.0,558000.0,518,2340.0,0,0,0,0,4,1,0,0,0,0
326500,3.99,2596.45,360.0,418000.0,546,5280.0,0,0,0,0,2,2,1,0,0,1
426500,3.99,2596.45,360.0,418000.0,682,5400.0,0,0,0,0,2,1,0,0,0,1
226500,3.99,1595.0,240.0,388000.0,549,4500.0,0,0,0,0,3,3,0,0,0,0
536500,3.99,2596.45,360.0,418000.0,799,6000.0,0,1,0,0,4,1,0,0,0,1
476500,3.99,14765.63,348.0,658000.0,817,4440.0,0,0,0,0,6,2,0,0,0,0
286500,3.99,5242.01,168.0,438000.0,767,6540.0,0,0,0,0,4,0,0,0,0,0
156500,3.99,2596.45,360.0,1208000.0,847,14520.0,1,0,1,0,4,0,0,0,0,1
176500,3.99,2596.45,360.0,418000.0,542,0.0,0,0,0,0,5,0,1,0,0,1
166500,4.25,1630.85,360.0,168000.0,610,3240.0,0,0,0,0,1,1,1,0,0,0
416500,3.5,5285.0,360.0,558000.0,812,6600.0,0,1,0,0,1,0,0,0,0,0
586500,3.75,5984.85,360.0,788000.0,600,13920.0,0,0,0,0,2,2,0,0,0,0
226500,3.99,2596.45,360.0,428000.0,612,7380.0,0,0,0,0,2,0,0,0,0,1
396500,3.625,6178.13,360.0,418000.0,514,7380.0,0,0,0,0,1,0,0,0,0,0
106500,4.625,2819.86,360.0,128000.0,830,1680.0,0,0,0,0,1,0,0,0,0,0
116500,3.625,2845.82,300.0,188000.0,832,1800.0,0,0,0,0,2,1,1,0,0,0
726500,3.99,2596.45,180.0,2418000.0,894,3960.0,0,0,0,1,5,0,0,0,0,1
336500,3.625,4995.0,360.0,428000.0,791,4320.0,0,1,1,0,4,1,0,0,0,0
296500,4.75,1262.66,360.0,588000.0,554,4980.0,0,0,0,0,3,0,0,2,0,0
226500,4.75,0.0,360.0,258000.0,589,4800.0,0,0,0,0,5,1,1,0,0,0
256500,3.75,3765.0,360.0,428000.0,706,5820.0,0,0,0,0,1,1,0,0,0,0
